Plot,Ind.,pct_brown,dead_limbs,total_limbs,char_ht_cm,ht2_cm,tree_id,pct_dead_limbs,water_trt,veg_trt,alive,dead,survival,probe_ht,avg_max_temp,avg_s_abv_100,avg_heat_flux100,Treatment,avg_dry_wt,avg_fuel_moisture,avg_fuel_ht_cm,avg_litter_depth_cm,avg_flameht_cm
37,B,80,2,3,133,405,138,66.66666666666667,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,B,80,2,3,133,405,138,66.66666666666667,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,B,80,2,3,133,405,138,66.66666666666667,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,C,60,0,15,137,310,139,0,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,C,60,0,15,137,310,139,0,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,C,60,0,15,137,310,139,0,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,D,70,8,10,210,413,140,80,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,D,70,8,10,210,413,140,80,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,D,70,8,10,210,413,140,80,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,E,50,1,2,76,253,141,50,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,E,50,1,2,76,253,141,50,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,E,50,1,2,76,253,141,50,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,F,80,2,3,88,261,142,66.66666666666667,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,F,80,2,3,88,261,142,66.66666666666667,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,F,80,2,3,88,261,142,66.66666666666667,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,I,70,0,2,56,239,143,0,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,I,70,0,2,56,239,143,0,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,I,70,0,2,56,239,143,0,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,J,30,2,9,86,462,144,22.22222222222222,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,J,30,2,9,86,462,144,22.22222222222222,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,J,30,2,9,86,462,144,22.22222222222222,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,N,50,0,2,90,139,145,0,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,N,50,0,2,90,139,145,0,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,N,50,0,2,90,139,145,0,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,O,15,3,11,96,431,146,27.272727272727273,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,O,15,3,11,96,431,146,27.272727272727273,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,O,15,3,11,96,431,146,27.272727272727273,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,R,20,0,1,76,200,147,0,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,R,20,0,1,76,200,147,0,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,R,20,0,1,76,200,147,0,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
38,B,100,1,1,49,49,148,100,Drought,Invaded,0,1,0,50cm,627.6213333333334,104,30186.203333333335,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
38,B,100,1,1,49,49,148,100,Drought,Invaded,0,1,0,25cm,689.093,65.5,24048.89,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
38,B,100,1,1,49,49,148,100,Drought,Invaded,0,1,0,0cm,667.0173333333333,130.66666666666666,40995.073333333334,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
38,Q,100,2,2,176,176,149,100,Drought,Invaded,0,1,0,50cm,627.6213333333334,104,30186.203333333335,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
38,Q,100,2,2,176,176,149,100,Drought,Invaded,0,1,0,25cm,689.093,65.5,24048.89,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
38,Q,100,2,2,176,176,149,100,Drought,Invaded,0,1,0,0cm,667.0173333333333,130.66666666666666,40995.073333333334,DC,85.36,21.139168050035448,47.55555555555556,0.888888888888889,231
39,B,50,5,16,235,482,150,31.25,Ambient,Invaded,1,0,1,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,B,50,5,16,235,482,150,31.25,Ambient,Invaded,1,0,1,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,B,50,5,16,235,482,150,31.25,Ambient,Invaded,1,0,1,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,C,100,1,1,104,104,151,100,Ambient,Invaded,0,1,0,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,C,100,1,1,104,104,151,100,Ambient,Invaded,0,1,0,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,C,100,1,1,104,104,151,100,Ambient,Invaded,0,1,0,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,F,80,10,16,185,469,152,62.5,Ambient,Invaded,1,0,1,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,F,80,10,16,185,469,152,62.5,Ambient,Invaded,1,0,1,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,F,80,10,16,185,469,152,62.5,Ambient,Invaded,1,0,1,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,I,30,2,13,240,552,153,15.384615384615385,Ambient,Invaded,1,0,1,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,I,30,2,13,240,552,153,15.384615384615385,Ambient,Invaded,1,0,1,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,I,30,2,13,240,552,153,15.384615384615385,Ambient,Invaded,1,0,1,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,P,30,7,16,175,560,154,43.75,Ambient,Invaded,1,0,1,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,P,30,7,16,175,560,154,43.75,Ambient,Invaded,1,0,1,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,P,30,7,16,175,560,154,43.75,Ambient,Invaded,1,0,1,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,S,15,3,13,200,425,155,23.076923076923077,Ambient,Invaded,1,0,1,50cm,471.41200000000003,91.33333333333333,23184.266666666666,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,S,15,3,13,200,425,155,23.076923076923077,Ambient,Invaded,1,0,1,25cm,279.6906666666667,73,23850.84,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
39,S,15,3,13,200,425,155,23.076923076923077,Ambient,Invaded,1,0,1,0cm,249.09533333333334,182,45160.19,AC,46.486666666666665,13.35696547152491,33.88888888888889,2.5555555555555554,181.83333333333334
40,E,15,0,26,47,625,156,0,Drought,Reference,1,0,1,50cm,202.83866666666665,39.333333333333336,6880.703333333333,DN,32.82666666666667,20.12705721072963,21.22222222222222,2.666666666666667,26.833333333333332
40,E,15,0,26,47,625,156,0,Drought,Reference,1,0,1,25cm,444.92066666666665,112.33333333333333,26773.673333333336,DN,32.82666666666667,20.12705721072963,21.22222222222222,2.666666666666667,26.833333333333332
40,E,15,0,26,47,625,156,0,Drought,Reference,1,0,1,0cm,377.66533333333336,116,25609.49,DN,32.82666666666667,20.12705721072963,21.22222222222222,2.666666666666667,26.833333333333332
